curvature	seed	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
1.0	88	0.20075816	0.009846925735473633	0.1982786	0.10876178741455078	0.5867165662118746	0.14229226112365723	0.5867165662118746	0.1477675437927246	0.5867165662118746	0.45630788803100586	0.5867165662118746	0.47378110885620117
1.0	89	0.17621633	0.009708642959594727	0.16901976	0.1109466552734375	0.5816290405679518	0.1421494483947754	0.5816290405679518	0.16302251815795898	0.5816290405679518	0.5296754837036133	0.5816290405679518	0.58003830909729
2.0	90	0.27000633	0.0130767822265625	0.2697645	0.11508989334106445	0.6552786824002633	0.13230037689208984	0.6552786824002633	0.13930439949035645	0.6552786824002633	0.4492809772491455	0.6552786824002633	0.48228001594543457
2.0	91	0.14988583	0.009496688842773438	0.14885004	0.1076972484588623	0.46708140365899437	0.13429665565490723	0.46708140365899437	0.13893985748291016	0.46708140365899437	0.4512934684753418	0.46708140365899437	0.4843168258666992
2.0	92	0.18940462	0.009879112243652344	0.18483739	0.11241698265075684	0.487813059803601	0.13251137733459473	0.487813059803601	0.13747048377990723	0.487813059803601	0.4439694881439209	0.487813059803601	0.48899340629577637
2.0	93	0.2410049	0.010686635971069336	0.234512	0.10985159873962402	0.6006786210757931	0.1355268955230713	0.6006786210757931	0.13915467262268066	0.6006786210757931	0.4511258602142334	0.6006786210757931	0.480649471282959
2.0	94	0.21694186	0.009536981582641602	0.21244018	0.10902523994445801	0.5159142651987713	0.15968847274780273	0.5159142651987713	0.1590254306793213	0.5159142651987713	0.5263431072235107	0.5159142651987713	0.47472715377807617
2.0	95	0.1974041	0.009755611419677734	0.19327907	0.1117401123046875	0.4775120259121782	0.13773488998413086	0.4775120259121782	0.14530110359191895	0.4775120259121782	0.4486870765686035	0.4775120259121782	0.467393159866333
2.0	96	0.20571613	0.00962686538696289	0.19296438	0.10841941833496094	0.5715687268877234	0.14072227478027344	0.5715687268877234	0.14183807373046875	0.5715687268877234	0.45424389839172363	0.5715687268877234	0.4703652858734131
2.0	97	0.21598318	0.009795904159545898	0.21406837	0.10975241661071777	0.5911347638536539	0.13344407081604004	0.5911347638536539	0.14133858680725098	0.5911347638536539	0.4710977077484131	0.5911347638536539	0.4666593074798584
2.0	98	0.23295991	0.008690834045410156	0.22873849	0.1037137508392334	0.538562819898401	0.13527917861938477	0.538562819898401	0.1381058692932129	0.538562819898401	0.4113912582397461	0.538562819898401	0.45377159118652344
2.0	99	0.20839962	0.01118779182434082	0.20624425	0.11607193946838379	0.5471706554511808	0.14219164848327637	0.5471706554511808	0.1378622055053711	0.5471706554511808	0.41702866554260254	0.5471706554511808	0.42438292503356934
4.0	100	0.22123532	0.008992910385131836	0.21486779	0.10570931434631348	0.49371242538584936	0.13222622871398926	0.49371242538584936	0.13778901100158691	0.49371242538584936	0.4112529754638672	0.49371242538584936	0.4245877265930176
4.0	101	0.20414872	0.009298563003540039	0.19978708	0.10660433769226074	0.513673002965588	0.15500569343566895	0.513673002965588	0.1476140022277832	0.513673002965588	0.4615311622619629	0.513673002965588	0.4450187683105469
4.0	102	0.1917706	0.008915185928344727	0.18101789	0.1031789779663086	0.441092343508275	0.1337885856628418	0.441092343508275	0.13831567764282227	0.441092343508275	0.4119529724121094	0.441092343508275	0.42044544219970703
4.0	103	0.19193663	0.009063959121704102	0.18992472	0.10575127601623535	0.5786187793780622	0.13279008865356445	0.5786187793780622	0.13755011558532715	0.5786187793780622	0.4151158332824707	0.5786187793780622	0.42902398109436035
4.0	104	0.21333432	0.009248018264770508	0.20352413	0.10737419128417969	0.5261268716044697	0.1322629451751709	0.5261268716044697	0.1377277374267578	0.5261268716044697	0.4076235294342041	0.5261268716044697	0.4212157726287842
4.0	105	0.20491596	0.009229183197021484	0.20044391	0.10707521438598633	0.3826468045328693	0.13497519493103027	0.3826468045328693	0.14574527740478516	0.3826468045328693	0.41541123390197754	0.3826468045328693	0.42955565452575684
4.0	106	0.17726351	0.009279012680053711	0.1680792	0.12856841087341309	0.4854351885480998	0.14402079582214355	0.4854351885480998	0.16274547576904297	0.4854351885480998	0.5458266735076904	0.4854351885480998	0.4990508556365967
4.0	107	0.23480512	0.00979471206665039	0.22916165	0.10873603820800781	0.5306713438914715	0.1360030174255371	0.5306713438914715	0.1405479907989502	0.5306713438914715	0.47466588020324707	0.5306713438914715	0.48224735260009766
4.0	108	0.18976814	0.009659051895141602	0.17878096	0.10891413688659668	0.5134417768529425	0.13615107536315918	0.5134417768529425	0.1420292854309082	0.5134417768529425	0.5626349449157715	0.5134417768529425	0.5662195682525635
4.0	109	0.21896745	0.009679317474365234	0.21191946	0.1253340244293213	0.5167875266514401	0.13436317443847656	0.5167875266514401	0.1398015022277832	0.5167875266514401	0.4680783748626709	0.5167875266514401	0.48090505599975586
